user_id,age,gender,current_role,years_of_experience,current_industry,previous_roles,key_skills,certifications,desired_role,preferred_industry,short_term_goal,long_term_goal,learning_style,time_available_per_week,motivation_level,recommended_skills
657,45,Male,Marketing Specialist,19.1,Education,"Content Writer, Marketing Specialist","Java, Python, Project Management",Scrum Master,Business Consultant,Healthcare,Upskilling,Expertise,Collaborative,19,9,"Project Management, SEO, Leadership"
658,28,Male,Content Writer,18.1,Marketing,"Content Writer, Marketing Specialist","Leadership, Project Management, Data Analysis, Cloud Computing, SEO",None,Team Lead,Healthcare,Promotion,Entrepreneurship,Hands-on,11,2,SEO
659,27,Female,Data Analyst,11.2,Healthcare,"Software Engineer, HR Manager, Entrepreneur","Cloud Computing, SEO, Leadership, Java, Data Analysis",,Data Scientist,Healthcare,Promotion,Leadership,Collaborative,9,7,"Project Management, Data Analysis"
660,34,Male,Marketing Specialist,6.8,IT,"Entrepreneur, Content Writer, Data Analyst","Project Management, Data Analysis, Python, Java, SEO","AWS Certified, PMP",Project Manager,Marketing,Upskilling,Entrepreneurship,Hands-on,22,1,Leadership
661,27,Female,Data Analyst,4.4,Healthcare,"Marketing Specialist, Entrepreneur","SEO, Project Management, Cloud Computing","Google Analytics, AWS Certified",Team Lead,IT,Upskilling,Leadership,Hands-on,13,10,SEO
662,27,Male,Marketing Specialist,13.7,Finance,"Content Writer, Entrepreneur, Marketing Specialist","Leadership, Python, Cloud Computing",None,Creative Director,IT,Promotion,Expertise,Collaborative,29,4,"Project Management, Java, Cloud Computing"
663,41,Male,Software Engineer,3.9,Marketing,"Marketing Specialist, HR Manager, Data Analyst","Java, SEO",PMP,Business Consultant,Education,Promotion,Entrepreneurship,Reading,7,3,"Python, Data Analysis, Project Management"
664,32,Male,Marketing Specialist,6.0,IT,"HR Manager, Entrepreneur","Python, SEO, Java",,Data Scientist,Finance,Role Switch,Entrepreneurship,Hands-on,6,2,"Data Analysis, Java"
665,51,Female,Software Engineer,3.3,Marketing,"Marketing Specialist, Content Writer","Python, SEO, Java",Google Analytics,Data Scientist,Education,Role Switch,Entrepreneurship,Collaborative,26,5,Data Analysis
666,52,Male,Marketing Specialist,4.4,IT,"Content Writer, HR Manager, Data Analyst","Python, SEO, Leadership",,Data Scientist,IT,Role Switch,Expertise,Reading,16,4,"Project Management, Data Analysis"
667,49,Female,Entrepreneur,18.8,Education,Entrepreneur,"Cloud Computing, Leadership, SEO",None,Project Manager,IT,Upskilling,Leadership,Hands-on,23,5,"Java, Project Management"
668,48,Female,HR Manager,14.6,IT,Content Writer,"Project Management, SEO, Java",None,Team Lead,Marketing,Promotion,Entrepreneurship,Reading,26,9,"Leadership, Data Analysis"
669,34,Female,Marketing Specialist,16.3,Healthcare,"Data Analyst, Marketing Specialist","SEO, Data Analysis, Project Management, Java, Leadership",None,Data Scientist,Marketing,Promotion,Expertise,Reading,29,6,"SEO, Project Management"
670,30,Female,Data Analyst,10.6,Finance,Content Writer,"Leadership, Data Analysis, Python","Scrum Master, PMP",Data Scientist,IT,Upskilling,Expertise,Hands-on,16,8,Leadership
671,51,Male,Content Writer,16.8,Finance,"HR Manager, Marketing Specialist","Data Analysis, Leadership, Project Management",AWS Certified,Creative Director,Marketing,Promotion,Leadership,Collaborative,29,9,"Java, Project Management"
672,31,Female,Software Engineer,13.1,Finance,Software Engineer,"Project Management, Data Analysis, Leadership, Cloud Computing","AWS Certified, Scrum Master, Google Analytics",Data Scientist,Education,Role Switch,Expertise,Reading,18,4,"Python, Project Management"
673,47,Male,HR Manager,8.7,IT,Entrepreneur,"Cloud Computing, Python, SEO","Scrum Master, AWS Certified",Data Scientist,Healthcare,Role Switch,Expertise,Hands-on,9,3,Cloud Computing
674,25,Female,Content Writer,11.1,Finance,"Software Engineer, HR Manager","Cloud Computing, SEO",None,Data Scientist,Healthcare,Upskilling,Entrepreneurship,Hands-on,9,5,"Python, Project Management, Leadership"
675,53,Male,HR Manager,2.7,Marketing,Marketing Specialist,"Python, Cloud Computing, Data Analysis, Project Management",,Team Lead,Education,Upskilling,Leadership,Collaborative,23,3,"Project Management, Java, SEO"
676,29,Male,Marketing Specialist,9.9,Marketing,Software Engineer,"Python, Leadership, Data Analysis, SEO, Cloud Computing",AWS Certified,Project Manager,Healthcare,Upskilling,Expertise,Hands-on,27,2,SEO
677,50,Female,Content Writer,9.6,Healthcare,Marketing Specialist,"Java, Data Analysis, Cloud Computing, SEO","Google Analytics, Scrum Master",Business Consultant,Healthcare,Promotion,Entrepreneurship,Hands-on,18,5,Python
678,50,Female,Marketing Specialist,12.4,Healthcare,Content Writer,"Java, Data Analysis, Leadership",None,Project Manager,Marketing,Promotion,Leadership,Reading,27,7,SEO
679,39,Male,HR Manager,13.5,Healthcare,Data Analyst,"Cloud Computing, Leadership, Project Management, Python, Data Analysis","AWS Certified, Scrum Master",Project Manager,IT,Role Switch,Entrepreneurship,Reading,19,6,"Project Management, Cloud Computing"
680,23,Female,Marketing Specialist,12.2,Education,"Content Writer, Data Analyst","Data Analysis, Cloud Computing",AWS Certified,Project Manager,Marketing,Upskilling,Leadership,Reading,28,2,Project Management
681,48,Male,Marketing Specialist,15.6,Marketing,Marketing Specialist,"Data Analysis, Cloud Computing",None,Team Lead,Marketing,Role Switch,Entrepreneurship,Reading,10,8,Data Analysis
682,33,Female,Software Engineer,14.2,IT,"Marketing Specialist, HR Manager, Data Analyst","Leadership, Data Analysis, SEO",,Creative Director,IT,Upskilling,Expertise,Reading,22,9,"Leadership, Java"
683,52,Male,Data Analyst,15.1,Education,"Content Writer, Software Engineer","Project Management, SEO, Java","AWS Certified, Google Analytics, PMP",Creative Director,Healthcare,Upskilling,Expertise,Hands-on,25,6,"Data Analysis, Cloud Computing"
684,26,Male,HR Manager,19.7,Healthcare,Content Writer,"Python, SEO, Java, Data Analysis, Cloud Computing","PMP, AWS Certified, Scrum Master",Team Lead,Marketing,Promotion,Expertise,Reading,12,8,Java
685,48,Female,Data Analyst,5.5,IT,"Marketing Specialist, HR Manager, Software Engineer","Cloud Computing, Data Analysis, Java, SEO",None,Team Lead,Finance,Role Switch,Expertise,Reading,7,5,"Cloud Computing, Leadership"
686,49,Female,Data Analyst,6.0,Healthcare,"Entrepreneur, Marketing Specialist","Project Management, Java, Python, Data Analysis, SEO",None,Business Consultant,Healthcare,Role Switch,Leadership,Hands-on,9,8,SEO
687,47,Male,Content Writer,12.4,Healthcare,"Software Engineer, Data Analyst, Marketing Specialist","SEO, Java, Project Management, Python",AWS Certified,Business Consultant,IT,Promotion,Expertise,Collaborative,30,7,Leadership
688,44,Male,Data Analyst,15.7,IT,"Data Analyst, Entrepreneur, Marketing Specialist","Data Analysis, Python, SEO, Leadership",,Project Manager,IT,Upskilling,Leadership,Hands-on,28,9,"Python, SEO, Project Management"
689,34,Male,Marketing Specialist,17.4,IT,"Software Engineer, Marketing Specialist","Data Analysis, Java",None,Team Lead,Healthcare,Upskilling,Entrepreneurship,Collaborative,5,2,"Leadership, SEO"
690,24,Male,HR Manager,7.4,Finance,HR Manager,"Python, Cloud Computing","Google Analytics, AWS Certified, Scrum Master",Data Scientist,Finance,Role Switch,Leadership,Reading,22,5,"SEO, Cloud Computing, Leadership"
691,28,Female,Marketing Specialist,9.8,IT,Marketing Specialist,"Project Management, Data Analysis, Python",None,Data Scientist,Finance,Promotion,Entrepreneurship,Collaborative,24,3,"Data Analysis, Cloud Computing"
692,24,Male,HR Manager,1.4,Education,Data Analyst,"SEO, Data Analysis, Cloud Computing, Python",None,Creative Director,Healthcare,Role Switch,Expertise,Hands-on,20,10,"Leadership, Java"
693,55,Female,HR Manager,10.5,Marketing,"Data Analyst, Marketing Specialist","Python, Java, Cloud Computing",,Business Consultant,IT,Promotion,Expertise,Collaborative,6,10,Data Analysis
694,54,Female,Software Engineer,6.8,Education,"Entrepreneur, Data Analyst","Project Management, Data Analysis, Cloud Computing",None,Data Scientist,Healthcare,Upskilling,Leadership,Collaborative,10,4,"Data Analysis, Python, Leadership"
695,48,Female,Content Writer,17.4,Finance,"Data Analyst, Marketing Specialist, HR Manager","Java, Leadership",,Business Consultant,Finance,Role Switch,Entrepreneurship,Reading,24,3,"Data Analysis, Project Management"
696,22,Female,Marketing Specialist,6.8,Finance,"Marketing Specialist, Software Engineer","Data Analysis, Python, Java",AWS Certified,Project Manager,Education,Role Switch,Expertise,Collaborative,8,3,SEO
697,46,Male,Software Engineer,5.5,Finance,Entrepreneur,"Project Management, Data Analysis, Leadership, Java, Python",None,Data Scientist,Finance,Promotion,Leadership,Reading,13,3,"Java, Cloud Computing, Data Analysis"
698,46,Female,Data Analyst,12.6,Finance,Entrepreneur,"Leadership, Java",Scrum Master,Project Manager,Education,Promotion,Leadership,Collaborative,25,3,Python
699,32,Male,Marketing Specialist,10.5,Finance,Marketing Specialist,"Python, SEO, Cloud Computing",None,Data Scientist,Marketing,Role Switch,Leadership,Collaborative,17,2,"SEO, Java, Data Analysis"
700,26,Female,Software Engineer,1.5,Healthcare,"Data Analyst, Software Engineer, Entrepreneur","Leadership, Cloud Computing, Project Management, SEO","PMP, AWS Certified, Scrum Master",Creative Director,Marketing,Role Switch,Expertise,Collaborative,6,7,"Leadership, SEO, Cloud Computing"
701,48,Female,Entrepreneur,7.2,Marketing,Software Engineer,"SEO, Data Analysis, Cloud Computing","PMP, Google Analytics, AWS Certified",Data Scientist,Finance,Role Switch,Entrepreneurship,Hands-on,5,7,"Java, Cloud Computing, Project Management"
702,44,Male,Software Engineer,4.7,IT,Entrepreneur,"Leadership, SEO, Java",None,Data Scientist,Education,Promotion,Expertise,Hands-on,14,8,SEO
703,26,Female,HR Manager,11.6,Finance,"HR Manager, Software Engineer","Python, Leadership","PMP, Google Analytics, AWS Certified",Creative Director,Education,Promotion,Expertise,Reading,9,3,"Cloud Computing, Leadership"
704,35,Male,Entrepreneur,5.9,Healthcare,"Data Analyst, HR Manager, Software Engineer","Cloud Computing, SEO, Python, Leadership, Data Analysis","Scrum Master, PMP",Team Lead,Marketing,Promotion,Expertise,Hands-on,10,9,"Project Management, SEO, Python"
705,41,Male,Entrepreneur,17.3,Marketing,"Software Engineer, Entrepreneur, HR Manager","Project Management, Python, Java",None,Business Consultant,IT,Role Switch,Leadership,Hands-on,29,3,"Project Management, Data Analysis, SEO"
706,52,Female,Software Engineer,12.8,Healthcare,"Content Writer, HR Manager, Entrepreneur","Python, Leadership, Cloud Computing, Data Analysis, Java","Scrum Master, AWS Certified, Google Analytics",Team Lead,IT,Upskilling,Leadership,Reading,14,7,Python
707,41,Female,HR Manager,8.9,Healthcare,"Entrepreneur, Content Writer, Data Analyst","Cloud Computing, Java, Leadership, Data Analysis","Google Analytics, Scrum Master",Creative Director,Marketing,Role Switch,Leadership,Collaborative,29,8,"Data Analysis, Cloud Computing"
708,31,Male,Marketing Specialist,14.7,Healthcare,Content Writer,"Python, Project Management, Leadership","PMP, Google Analytics",Business Consultant,Education,Promotion,Leadership,Hands-on,20,5,"Data Analysis, Java"
709,37,Female,Marketing Specialist,8.5,IT,"Marketing Specialist, Content Writer","Cloud Computing, Java, Leadership, Project Management, Python",,Project Manager,Education,Promotion,Expertise,Collaborative,13,4,Python
710,26,Female,Marketing Specialist,9.5,Education,"HR Manager, Software Engineer","Python, Project Management, SEO, Data Analysis",Scrum Master,Data Scientist,IT,Promotion,Expertise,Collaborative,11,3,"Data Analysis, SEO, Cloud Computing"
711,22,Male,Entrepreneur,7.5,Finance,HR Manager,"Java, Python, Project Management, Cloud Computing","Scrum Master, PMP, Google Analytics",Business Consultant,Finance,Promotion,Leadership,Reading,5,6,Project Management
712,52,Male,Entrepreneur,7.9,Healthcare,"Marketing Specialist, Content Writer","Java, SEO, Leadership",None,Team Lead,IT,Promotion,Entrepreneurship,Collaborative,24,2,Python
713,24,Male,Entrepreneur,19.1,Finance,Content Writer,"Leadership, Java, Data Analysis, Project Management, SEO","AWS Certified, PMP, Scrum Master",Project Manager,Education,Role Switch,Entrepreneurship,Collaborative,19,10,"Java, Cloud Computing"
714,22,Male,Data Analyst,9.5,Healthcare,"HR Manager, Content Writer","Python, Project Management, SEO","Google Analytics, PMP, AWS Certified",Data Scientist,Marketing,Role Switch,Expertise,Reading,6,2,"Data Analysis, Cloud Computing, Python"
715,55,Female,Software Engineer,11.4,Education,Software Engineer,"Cloud Computing, Project Management, Python","Google Analytics, AWS Certified",Team Lead,Education,Role Switch,Expertise,Hands-on,22,7,"Project Management, Data Analysis"
716,24,Female,Content Writer,17.8,Healthcare,"HR Manager, Content Writer","Cloud Computing, Leadership, Data Analysis","PMP, Scrum Master",Business Consultant,IT,Upskilling,Expertise,Collaborative,15,9,"SEO, Python"
717,33,Female,Software Engineer,1.7,Education,"Marketing Specialist, Content Writer","Cloud Computing, Data Analysis, Java",None,Team Lead,Finance,Role Switch,Expertise,Hands-on,8,8,"SEO, Cloud Computing, Leadership"
718,48,Male,HR Manager,11.6,Finance,"Software Engineer, Content Writer","Java, Project Management, Data Analysis, Python, Leadership","PMP, Scrum Master, AWS Certified",Team Lead,Marketing,Promotion,Expertise,Hands-on,15,3,"SEO, Data Analysis"
719,37,Female,Marketing Specialist,15.1,IT,"Data Analyst, Software Engineer","Data Analysis, Project Management, Leadership","PMP, Scrum Master",Data Scientist,IT,Promotion,Expertise,Hands-on,18,9,"Cloud Computing, Data Analysis"
720,52,Male,Software Engineer,14.6,Healthcare,"Content Writer, Data Analyst, HR Manager","Project Management, Leadership, Python, Cloud Computing, Data Analysis","AWS Certified, Google Analytics",Team Lead,IT,Promotion,Entrepreneurship,Hands-on,11,3,"Python, SEO"
721,50,Male,HR Manager,16.5,Education,"Entrepreneur, Content Writer","Leadership, SEO, Python, Java",,Creative Director,Finance,Promotion,Entrepreneurship,Collaborative,10,2,"SEO, Cloud Computing, Leadership"
722,35,Male,Software Engineer,15.6,Marketing,HR Manager,"Python, Data Analysis, Project Management, Cloud Computing, Java",None,Creative Director,Healthcare,Role Switch,Expertise,Collaborative,23,5,"Data Analysis, Cloud Computing"
723,40,Female,Marketing Specialist,4.5,Finance,"Content Writer, Marketing Specialist, Entrepreneur","Data Analysis, Python, Leadership","PMP, Scrum Master",Business Consultant,Healthcare,Promotion,Expertise,Collaborative,16,2,"Python, SEO, Cloud Computing"
724,24,Female,Marketing Specialist,7.2,Education,"Marketing Specialist, Entrepreneur, HR Manager","Data Analysis, SEO",Google Analytics,Project Manager,IT,Promotion,Expertise,Collaborative,27,5,"Data Analysis, Java, SEO"
725,44,Female,Marketing Specialist,4.6,Education,"HR Manager, Software Engineer","Project Management, Python, Java, SEO, Data Analysis","Google Analytics, Scrum Master, AWS Certified",Data Scientist,Marketing,Promotion,Entrepreneurship,Hands-on,19,10,"Project Management, Java, Leadership"
726,26,Female,Software Engineer,14.9,Marketing,"Data Analyst, Software Engineer, HR Manager","Data Analysis, Leadership, Cloud Computing","PMP, AWS Certified, Scrum Master",Data Scientist,Education,Upskilling,Expertise,Collaborative,13,6,Cloud Computing
727,52,Male,HR Manager,12.2,IT,"Software Engineer, Marketing Specialist, Data Analyst","Python, Cloud Computing, Data Analysis, Leadership",PMP,Project Manager,Marketing,Upskilling,Entrepreneurship,Reading,16,4,"Python, Cloud Computing, Data Analysis"
728,44,Female,Software Engineer,10.8,Marketing,"HR Manager, Marketing Specialist, Software Engineer","SEO, Project Management",None,Data Scientist,Marketing,Promotion,Expertise,Reading,11,4,"SEO, Leadership"
729,45,Female,Marketing Specialist,15.1,Marketing,"Data Analyst, HR Manager","Project Management, Data Analysis, Python","Google Analytics, PMP, Scrum Master",Data Scientist,Healthcare,Promotion,Leadership,Collaborative,28,10,SEO
730,30,Male,Entrepreneur,10.9,Finance,Entrepreneur,"Data Analysis, Project Management",Google Analytics,Team Lead,Education,Role Switch,Entrepreneurship,Hands-on,15,2,"Cloud Computing, SEO"
731,38,Male,Content Writer,8.8,Marketing,"HR Manager, Marketing Specialist, Content Writer","Project Management, Python, Java",Scrum Master,Project Manager,IT,Role Switch,Leadership,Hands-on,23,2,"Python, Project Management, Leadership"
732,55,Female,Entrepreneur,13.8,IT,"HR Manager, Software Engineer","Cloud Computing, Data Analysis",None,Team Lead,IT,Role Switch,Leadership,Hands-on,22,1,"Data Analysis, Python, Project Management"
733,29,Female,Marketing Specialist,7.5,Healthcare,Marketing Specialist,"Python, Java","AWS Certified, Scrum Master",Project Manager,Healthcare,Promotion,Entrepreneurship,Collaborative,13,2,Data Analysis
734,40,Male,Marketing Specialist,12.2,Marketing,Marketing Specialist,"SEO, Leadership",None,Creative Director,Finance,Upskilling,Leadership,Hands-on,25,3,Leadership
735,29,Female,Entrepreneur,5.6,IT,HR Manager,"Data Analysis, SEO, Python, Leadership, Java","Google Analytics, PMP, AWS Certified",Project Manager,Healthcare,Upskilling,Entrepreneurship,Hands-on,5,8,"Project Management, Leadership, Cloud Computing"
736,28,Male,Data Analyst,1.0,Healthcare,Software Engineer,"Cloud Computing, Data Analysis, Project Management",,Project Manager,Marketing,Upskilling,Entrepreneurship,Hands-on,30,6,"Data Analysis, SEO"
737,47,Female,Content Writer,16.0,Finance,Content Writer,"Cloud Computing, Project Management, Data Analysis, Leadership, Java",None,Team Lead,Marketing,Role Switch,Entrepreneurship,Hands-on,23,9,"Java, Python"
738,42,Male,Data Analyst,15.5,IT,Entrepreneur,"SEO, Data Analysis, Leadership, Cloud Computing, Python",None,Project Manager,Finance,Upskilling,Expertise,Reading,11,7,Python
739,27,Female,Marketing Specialist,12.5,Healthcare,"Entrepreneur, HR Manager, Marketing Specialist","Data Analysis, Cloud Computing",PMP,Data Scientist,Education,Role Switch,Leadership,Collaborative,11,9,Leadership
740,39,Male,Content Writer,6.4,Healthcare,"Data Analyst, HR Manager, Content Writer","SEO, Project Management, Data Analysis","Google Analytics, AWS Certified, Scrum Master",Project Manager,Finance,Upskilling,Entrepreneurship,Hands-on,25,1,"Java, SEO, Cloud Computing"
741,34,Female,Marketing Specialist,13.7,IT,Marketing Specialist,"Java, SEO, Python",,Project Manager,Education,Role Switch,Entrepreneurship,Hands-on,25,6,"Project Management, Cloud Computing, Leadership"
742,34,Female,Software Engineer,19.1,Education,"Software Engineer, Marketing Specialist, Entrepreneur","Data Analysis, Python, Leadership, Java",PMP,Creative Director,IT,Upskilling,Leadership,Collaborative,9,3,"Cloud Computing, Java, SEO"
743,25,Male,Data Analyst,19.1,Marketing,HR Manager,"Leadership, Python, Java, Cloud Computing, SEO","AWS Certified, Google Analytics, PMP",Data Scientist,Finance,Promotion,Entrepreneurship,Reading,19,4,"Java, Python, Cloud Computing"
744,37,Female,Entrepreneur,16.3,Healthcare,"Marketing Specialist, Entrepreneur","Data Analysis, Python",,Creative Director,Healthcare,Promotion,Leadership,Hands-on,11,10,"Project Management, SEO"
745,37,Female,Data Analyst,17.9,Healthcare,Marketing Specialist,"SEO, Python","Google Analytics, PMP, Scrum Master",Project Manager,Finance,Promotion,Leadership,Hands-on,20,1,"Python, SEO, Project Management"
746,38,Male,Software Engineer,6.3,IT,Marketing Specialist,"Cloud Computing, Project Management, SEO, Data Analysis",PMP,Business Consultant,IT,Promotion,Expertise,Reading,21,8,"Data Analysis, Cloud Computing"
747,25,Female,Content Writer,15.2,Healthcare,"Marketing Specialist, Entrepreneur","Java, Leadership, Data Analysis, SEO, Python","PMP, AWS Certified, Scrum Master",Project Manager,IT,Role Switch,Leadership,Hands-on,8,3,SEO
748,28,Male,Entrepreneur,9.6,Marketing,HR Manager,"Python, Cloud Computing, Leadership, Project Management, SEO",None,Team Lead,IT,Role Switch,Leadership,Collaborative,12,5,"SEO, Python"
749,33,Male,Data Analyst,16.6,Healthcare,"Content Writer, HR Manager, Data Analyst","Leadership, Java, Data Analysis, SEO",None,Creative Director,Finance,Role Switch,Entrepreneurship,Reading,22,2,"Leadership, Python"
750,45,Male,Content Writer,13.7,Healthcare,Content Writer,"Python, Java, Project Management","Scrum Master, AWS Certified",Project Manager,Education,Role Switch,Leadership,Collaborative,7,8,"Leadership, Python"
751,30,Male,Content Writer,19.6,Marketing,"HR Manager, Marketing Specialist, Software Engineer","Leadership, Project Management",None,Business Consultant,Marketing,Upskilling,Entrepreneurship,Collaborative,6,6,"Data Analysis, Java"
752,43,Female,HR Manager,7.4,Marketing,Software Engineer,"Project Management, Java",Scrum Master,Creative Director,Finance,Role Switch,Expertise,Hands-on,26,1,Cloud Computing
753,45,Male,Data Analyst,8.4,Healthcare,"HR Manager, Data Analyst, Content Writer","Project Management, Python, Leadership, Cloud Computing","Google Analytics, PMP",Data Scientist,Marketing,Upskilling,Expertise,Collaborative,16,5,"Project Management, Leadership"
754,24,Female,Marketing Specialist,15.2,Education,Software Engineer,"Cloud Computing, SEO","AWS Certified, Scrum Master",Business Consultant,Healthcare,Role Switch,Leadership,Reading,5,10,Cloud Computing
755,35,Male,Marketing Specialist,7.1,Healthcare,Entrepreneur,"Data Analysis, SEO, Java","PMP, AWS Certified, Scrum Master",Data Scientist,Education,Promotion,Expertise,Reading,23,5,"Leadership, Java, Python"
756,38,Male,Software Engineer,18.5,Marketing,"Data Analyst, Marketing Specialist, Entrepreneur","Data Analysis, Java, Cloud Computing","AWS Certified, PMP",Business Consultant,Education,Promotion,Leadership,Collaborative,29,9,"Python, Java"
757,29,Male,Content Writer,7.2,IT,"Data Analyst, Content Writer","Data Analysis, Python, Project Management, Leadership, Cloud Computing","AWS Certified, PMP",Creative Director,Healthcare,Promotion,Expertise,Collaborative,30,4,"Cloud Computing, Leadership, Data Analysis"
758,47,Male,Software Engineer,15.2,IT,"Software Engineer, Content Writer","Data Analysis, Cloud Computing",Scrum Master,Business Consultant,Healthcare,Role Switch,Leadership,Hands-on,15,1,Cloud Computing
759,52,Female,Software Engineer,18.4,Marketing,"HR Manager, Entrepreneur, Marketing Specialist","Project Management, Java, Data Analysis","Google Analytics, Scrum Master",Data Scientist,Marketing,Role Switch,Leadership,Collaborative,23,7,SEO
760,28,Female,Content Writer,12.2,IT,"Data Analyst, HR Manager, Content Writer","Python, Cloud Computing","Google Analytics, Scrum Master",Creative Director,IT,Upskilling,Entrepreneurship,Reading,15,1,"Python, Data Analysis"
761,29,Female,Software Engineer,19.2,Finance,Software Engineer,"Python, Cloud Computing, Project Management",None,Business Consultant,Marketing,Promotion,Leadership,Reading,13,10,"Python, Leadership, Cloud Computing"
762,44,Male,Entrepreneur,4.2,Education,"HR Manager, Marketing Specialist, Software Engineer","Leadership, SEO, Data Analysis, Project Management, Cloud Computing",,Business Consultant,IT,Upskilling,Expertise,Reading,13,10,"Project Management, Data Analysis, Cloud Computing"
763,30,Female,Entrepreneur,9.6,Healthcare,Content Writer,"Python, Leadership, Data Analysis",None,Business Consultant,Healthcare,Upskilling,Entrepreneurship,Collaborative,9,7,"Python, Cloud Computing"
764,55,Male,Entrepreneur,19.0,Finance,Marketing Specialist,"Leadership, Python, Cloud Computing, SEO, Project Management",AWS Certified,Team Lead,Marketing,Role Switch,Leadership,Hands-on,29,8,"SEO, Cloud Computing"
765,47,Male,Entrepreneur,11.6,Healthcare,"Data Analyst, Entrepreneur","Data Analysis, Leadership, SEO, Project Management, Java",Scrum Master,Creative Director,Finance,Role Switch,Leadership,Collaborative,12,6,Leadership
766,39,Male,HR Manager,7.0,IT,Entrepreneur,"SEO, Java, Python, Data Analysis, Project Management",None,Creative Director,Marketing,Promotion,Leadership,Hands-on,19,3,"Java, Data Analysis"
767,39,Female,Data Analyst,9.4,Healthcare,"Marketing Specialist, Software Engineer, HR Manager","Leadership, Java, Project Management, SEO, Data Analysis",Scrum Master,Data Scientist,Education,Role Switch,Leadership,Collaborative,21,1,SEO
768,34,Female,HR Manager,18.5,IT,"Entrepreneur, Marketing Specialist","SEO, Python",Google Analytics,Project Manager,IT,Promotion,Expertise,Hands-on,11,2,"Project Management, Data Analysis, SEO"
769,31,Female,Data Analyst,14.3,Healthcare,"HR Manager, Marketing Specialist, Data Analyst","Cloud Computing, Python","AWS Certified, Scrum Master, Google Analytics",Creative Director,Finance,Promotion,Expertise,Reading,26,7,SEO
770,26,Female,Marketing Specialist,6.5,IT,Software Engineer,"Data Analysis, Java, Python, Project Management, SEO",PMP,Creative Director,Marketing,Role Switch,Leadership,Hands-on,25,2,"Data Analysis, Leadership"
771,38,Male,Content Writer,4.7,Healthcare,"HR Manager, Software Engineer, Data Analyst","SEO, Leadership, Project Management, Python, Java",AWS Certified,Project Manager,Education,Upskilling,Entrepreneurship,Hands-on,8,6,"Java, Project Management, Python"
772,50,Male,Content Writer,1.6,Healthcare,"HR Manager, Marketing Specialist","Cloud Computing, Java, SEO",None,Team Lead,IT,Promotion,Expertise,Collaborative,13,7,"Cloud Computing, Project Management, SEO"
773,53,Male,Marketing Specialist,8.8,IT,HR Manager,"Project Management, Cloud Computing, Python, Data Analysis",AWS Certified,Team Lead,Healthcare,Upskilling,Leadership,Collaborative,28,1,Project Management
774,22,Female,Data Analyst,11.4,Marketing,Software Engineer,"Project Management, Python, Cloud Computing, Data Analysis",None,Team Lead,Marketing,Upskilling,Leadership,Reading,27,2,Leadership
775,30,Female,HR Manager,10.2,Marketing,Marketing Specialist,"Leadership, Python",None,Team Lead,IT,Upskilling,Entrepreneurship,Hands-on,24,9,"Leadership, Python"
776,40,Male,Entrepreneur,17.2,Finance,"Data Analyst, Entrepreneur","Python, SEO, Cloud Computing, Data Analysis, Java",,Project Manager,Education,Role Switch,Entrepreneurship,Hands-on,24,1,"Cloud Computing, Python, Leadership"
777,48,Male,Marketing Specialist,15.2,Finance,"Marketing Specialist, Content Writer","SEO, Project Management","Google Analytics, Scrum Master",Project Manager,IT,Role Switch,Expertise,Collaborative,8,3,"Project Management, Data Analysis, SEO"
778,40,Female,HR Manager,12.2,Marketing,"HR Manager, Content Writer","Project Management, Java, Cloud Computing, Data Analysis",None,Business Consultant,Marketing,Upskilling,Expertise,Collaborative,23,10,"Data Analysis, SEO"
779,41,Male,HR Manager,2.9,Finance,Content Writer,"Cloud Computing, Data Analysis, Python, SEO, Java","AWS Certified, Scrum Master",Team Lead,Marketing,Promotion,Entrepreneurship,Reading,6,6,SEO
780,45,Male,Entrepreneur,2.8,Marketing,Entrepreneur,"Data Analysis, Cloud Computing",Google Analytics,Business Consultant,Healthcare,Upskilling,Entrepreneurship,Hands-on,7,1,"Java, Cloud Computing"
781,28,Male,HR Manager,19.7,Finance,Content Writer,"SEO, Project Management",AWS Certified,Team Lead,Marketing,Upskilling,Leadership,Hands-on,9,5,Python
782,40,Female,Software Engineer,14.9,Marketing,Marketing Specialist,"SEO, Leadership, Data Analysis, Cloud Computing","Scrum Master, AWS Certified",Team Lead,Finance,Upskilling,Expertise,Reading,5,4,"Data Analysis, Java"
783,23,Male,HR Manager,12.0,Healthcare,Content Writer,"Java, Leadership",None,Project Manager,Education,Promotion,Leadership,Reading,28,5,"Data Analysis, SEO, Leadership"
784,35,Female,Content Writer,4.6,IT,"Marketing Specialist, HR Manager, Data Analyst","SEO, Java, Data Analysis, Cloud Computing","Google Analytics, Scrum Master, PMP",Data Scientist,IT,Role Switch,Leadership,Hands-on,12,9,"Leadership, Cloud Computing"
785,35,Female,Content Writer,19.8,Finance,Content Writer,"Leadership, Cloud Computing, Data Analysis, Java",Scrum Master,Business Consultant,Healthcare,Upskilling,Expertise,Reading,20,6,"Leadership, SEO"
786,33,Male,Entrepreneur,5.8,Healthcare,HR Manager,"Java, Data Analysis, Cloud Computing, Leadership, Project Management",,Business Consultant,IT,Role Switch,Entrepreneurship,Reading,12,5,Python
787,55,Female,Software Engineer,9.8,Marketing,"Data Analyst, Marketing Specialist, HR Manager","Data Analysis, SEO, Java","AWS Certified, Scrum Master, Google Analytics",Data Scientist,IT,Promotion,Leadership,Collaborative,13,5,"Cloud Computing, Python"
